proxy_url,tenant_id,client_id,client_secret,baseAuthUrl,resourceUrl,displayName,mailNickname,mailEnabled,securityEnabled,userPrincipalName,accountEnabled,displayUserName,mailUserNickname,password,forceChangePasswordNextLogin
http://o365-proxy.o365.thyra.telstra.com:8080,22a79377-cd15-4585-a287-ac13b7f26497,3f23be57-2082-448d-ae0b-ffa56ecfa3be,eC6?.qH.TPFodlqczrBy0ERvt?3u6FH=,https://login.microsoftonline.com/{}/oauth2/token,https://graph.windows.net/,testGroup2,testGroup2,False,True,abhishek.purohit@ceitelstra.onmicrosoft.com,True,AP,AP,Test1234,True
http://o365-proxy.o365.thyra.telstra.com:8080,22a79377-cd15-4585-a287-ac13b7f26497,3f23be57-2082-448d-ae0b-ffa56ecfa3be,eC6?.qH.TPFodlqczrBy0ERvt?3u6FH=,https://login.microsoftonline.com/{}/oauth2/token,https://graph.windows.net/,testGroup2,testGroup2,False,True,a1@ceitelstra.onmicrosoft.com,True,AP,AP,Test1235,True
http://o365-proxy.o365.thyra.telstra.com:8080,22a79377-cd15-4585-a287-ac13b7f26497,3f23be57-2082-448d-ae0b-ffa56ecfa3be,eC6?.qH.TPFodlqczrBy0ERvt?3u6FH=,https://login.microsoftonline.com/{}/oauth2/token,https://graph.windows.net/,testGroup2,testGroup2,False,True,a2@ceitelstra.onmicrosoft.com,True,AP,AP,Test1236,True
http://o365-proxy.o365.thyra.telstra.com:8080,22a79377-cd15-4585-a287-ac13b7f26497,3f23be57-2082-448d-ae0b-ffa56ecfa3be,eC6?.qH.TPFodlqczrBy0ERvt?3u6FH=,https://login.microsoftonline.com/{}/oauth2/token,https://graph.windows.net/,testGroup2,testGroup2,False,True,a3@ceitelstra.onmicrosoft.com,True,AP,AP,Test1237,True
http://o365-proxy.o365.thyra.telstra.com:8080,22a79377-cd15-4585-a287-ac13b7f26497,3f23be57-2082-448d-ae0b-ffa56ecfa3be,eC6?.qH.TPFodlqczrBy0ERvt?3u6FH=,https://login.microsoftonline.com/{}/oauth2/token,https://graph.windows.net/,testGroup2,testGroup2,False,True,a4@ceitelstra.onmicrosoft.com,True,AP,AP,Test1238,True
http://o365-proxy.o365.thyra.telstra.com:8080,22a79377-cd15-4585-a287-ac13b7f26497,3f23be57-2082-448d-ae0b-ffa56ecfa3be,eC6?.qH.TPFodlqczrBy0ERvt?3u6FH=,https://login.microsoftonline.com/{}/oauth2/token,https://graph.windows.net/,testGroup2,testGroup2,False,True,a5@ceitelstra.onmicrosoft.com,True,AP,AP,Test1239,True
http://o365-proxy.o365.thyra.telstra.com:8080,22a79377-cd15-4585-a287-ac13b7f26497,3f23be57-2082-448d-ae0b-ffa56ecfa3be,eC6?.qH.TPFodlqczrBy0ERvt?3u6FH=,https://login.microsoftonline.com/{}/oauth2/token,https://graph.windows.net/,testGroup2,testGroup2,False,True,a6@ceitelstra.onmicrosoft.com,True,AP,AP,Test1240,True
http://o365-proxy.o365.thyra.telstra.com:8080,22a79377-cd15-4585-a287-ac13b7f26497,3f23be57-2082-448d-ae0b-ffa56ecfa3be,eC6?.qH.TPFodlqczrBy0ERvt?3u6FH=,https://login.microsoftonline.com/{}/oauth2/token,https://graph.windows.net/,testGroup3,testGroup3,False,True,a7@ceitelstra.onmicrosoft.com,True,AP,AP,Test1241,True
http://o365-proxy.o365.thyra.telstra.com:8080,22a79377-cd15-4585-a287-ac13b7f26497,3f23be57-2082-448d-ae0b-ffa56ecfa3be,eC6?.qH.TPFodlqczrBy0ERvt?3u6FH=,https://login.microsoftonline.com/{}/oauth2/token,https://graph.windows.net/,testGroup3,testGroup4,False,True,a8@ceitelstra.onmicrosoft.com,True,AP,AP,Test1242,True
http://o365-proxy.o365.thyra.telstra.com:8080,22a79377-cd15-4585-a287-ac13b7f26497,3f23be57-2082-448d-ae0b-ffa56ecfa3be,eC6?.qH.TPFodlqczrBy0ERvt?3u6FH=,https://login.microsoftonline.com/{}/oauth2/token,https://graph.windows.net/,testGroup3,testGroup5,False,True,a9@ceitelstra.onmicrosoft.com,True,AP,AP,Test1243,True
http://o365-proxy.o365.thyra.telstra.com:8080,22a79377-cd15-4585-a287-ac13b7f26497,3f23be57-2082-448d-ae0b-ffa56ecfa3be,eC6?.qH.TPFodlqczrBy0ERvt?3u6FH=,https://login.microsoftonline.com/{}/oauth2/token,https://graph.windows.net/,testGroup3,testGroup6,False,True,a19@ceitelstra.onmicrosoft.com,True,AP,AP,Test1244,True
